q_id,eng,class,chapter,taxonomy_gold
5efd119df4ab8e55cf7c5e00,Explain parallax method for measuring distance of a nearly star,11,UNITS AND MEASUREMENTS,Physics >> Units and Measurements >> Measurement of length
5d8af7c3d8359d12bc8f9cfb,"6. A nucleus with Z= 92 emits the following in a sequence:
0,ß,ß!, , a, a, a, a, B, B1, a, ßt, ßt, a
The Z of the resultant nucleus is
(a) 74
(b) 76
(c) 78
(d) 82 (AIEEE 2003)
",12,NUCLEI,Physics >> Nuclei >> Radioactivity
5efcdb2af4ab8e55cf7bc84d,"Choose the Correct answer from
alternative given. Wavefront is the locus of all points, where the particles of the medium vibrate with the same
A . phase
B. amplitude
c. frequency
D. period",12,WAVE OPTICS,Physics >> Wave Optics >> Huygens principle
5efd165cf4ab8e55cf7c6b50,"When an electron transitions from \( n= \)
2 to \( n=5, \) will it be visible to the naked
eye?
A. Yes, the emission occurs at 434 nm which is the blue range of light
B. Yes, the emission occurs at 434 nm which is the red range of light
c. No, the absorption occurs at the infrared red region of the electromagnetic spectrum
D. No, the absorption occurs in the blue range of light but our eyes are unable to detect absorption",11,STRUCTURE OF ATOM,Chemistry >> Structure of Atom >> Bohr’s model for hydrogen atom
5efef1efbd1a9b18d8395809,"Assertion
A light ray is incident on a glass slab.
Some portion of its is reflected and portion of it is reflected and some is refracted. Refracted and reflected rays
are always perpendicular to each other.
Reason

Angle of incidence is equal to angle of
reflection.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Refraction
5f0709bbc7d92c723b794d77,"A resistor of \( 100 \Omega \), a pure inductance coil of \( L=0.5 \mathrm{H} \) and capacitor are in series in a circuit containing an a.c sources of \( 200 \mathrm{V}, 50 \mathrm{Hz} \). In the circuit, current is added is ahead of the voltage
by \( 30^{0} . \) Find the value of the capacitance
A . 1.46
B. 3
\( c \cdot 4 \)
D. 5",12,ALTERNATING CURRENT,Physics >> Alternating Current >> AC voltage applied to a series LCR circuit
5d89bb31d8359d12bc8df1b0,"4. The transition from the state n= 4 to n=3 in a hydrogen-
like atom results in ultraviolet radiation. Infrared radiation
will be obtained in the transition
(a) 2 +1
(b) 3 →
(c) 4+2
(d) 5 74
",11,STRUCTURE OF ATOM,Chemistry >> Structure of Atom >> Bohr’s model for hydrogen atom
5d5a37584b8ea3149c88ec74,"Hono, puuh (D) 18 correct choice.
of aqueous sodium chloride solution which of the half
Q. 17 In the electrolysis of aqueous sodium C
cell reaction will occur at anode?
(a) Na+ (aq) + e- Na (s); Ecell = -2.71 V
(b) 2H20 (1) ► 02 (g) + 4H+ (aq) + 4e Ecell - 123V
(c) H+ (aq) + 2 H2 (8); Ecell = 0.00 V
(d) CF (aq) — Cl2 (8) + e""; Bell = 136 V
",12,ELECTROCHEMISTRY,Chemistry >> Electrochemistry >> Electrolytic cells and electrolysis
5efeeff0bd1a9b18d83950d5,"Moment of force is
A . \( F a \)
в. \( F s \)
\( c \cdot \frac{d f}{d t} \)
D. None of these",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION,Physics >> System of Particles and Rotational Motion >> Torque and angular momentum
5efdb07cbd1a9b18d835ec44,"A bullet of mass \( 0.012 k g \) and
horizontal speed \( 70 m s^{-1} \) strikes a
block of wood of mass \( 0.4 k g \) and
instantly comes to rest with respect to the block. The block is suspended from the ceiling by means of thin wires. Calculate the height to which the block rises. Also, estimate the amount of heat produced in the block.",11,"WORK, ENERGY AND POWER","Physics >> Work, Energy and Power >> Collisions"
5f02e835e806777a1a3343cb,Define Mole fraction,12,SOLUTIONS,Chemistry >> Solutions >> Expressing concentration of solutions
5efef84ebd1a9b18d8396edc,"In a photon-electron collision
A. Only total energy is conserved
B. Only total momentum is conserved
C. Both total energy and total momentum are conserved
D. Both total momentum and total energy are not conserved",12,ATOMS,Physics >> Atoms >> Alpha-particle scattering and Rutherford’s nuclear model
5f030f0ee806777a1a33d588,"The substance which has greater ability to raise its temperature has less
capacity to store heat and the substance which has less ability to raise its temperature has more capacity to store heat.
A. True
B. False",11,THERMAL PROPERTIES OF MATTER,Physics >> Thermal Properties of Matter >> Specific heat capacity
5eff710fbd1a9b18d83b1409,"Electric lines of force are:
A. Exist everywhere
B. Exist only in the immediate vicinity of electric charges
C. Exist only when both positive and negative charges are near one another
D. Are imaginary",12,ELECTRIC CHARGES AND FIELDS,Physics >> Electric Charges and Fields >> Electric field lines
5efd03f6f4ab8e55cf7c36fe,"Methanol can be distinguished from ethanol by:
A . heating with \( I_{2} \) and alkal
B. treating with schiff's reagent
C . treating \( C r O_{3} \) solution in dil. \( H_{2} S O_{4} \)
D. treating with Lucas reagent",12,"ALCOHOLS, PHENOLS AND ETHERS","Chemistry >> Alcohols, Phenols and Ethers >> Alcohols and phenols"
5d6ca25a35e7ac0b44a1f1d8,"0.34 The molar enthalpy of vaporisation of acetone is less than that of water.
Why?
faliquid at constant temperature and
",11,THERMODYNAMICS,Chemistry >> Thermodynamics >> Enthalpy change of a reaction
5efd1b09f4ab8e55cf7c78aa,"A car travelling at a speed of \( 30 \mathrm{km} / \mathrm{h} \) is brought to a halt in \( 8 \mathrm{m} \) by applying brakes. If the same car is travelling at
\( 60 \mathrm{km} / \mathrm{h}, \) it can be brought to a halt with the same braking force in:
\( \mathbf{A} \cdot 8 m \)
в. 16 т
\( c \cdot 24 m \)
D. 32",11,"WORK, ENERGY AND POWER","Physics >> Work, Energy and Power >> Kinetic energy"
5efed6fcbd1a9b18d838fad8,"Electrons can jump from one orbit to
other orbits. They cannot flow from one
orbit to another
A. True
B. False",11,STRUCTURE OF ATOM,Chemistry >> Structure of Atom >> Bohr’s model for hydrogen atom
5efd81bcbd1a9b18d83571e7,"The first element of the groups 1 and 2
are different from other members of the
respective groups. Their behaviour is more similar to the second element of
the following groups. What is this relationship known as?
A. Anomalous relationship
B. Periodic relationship
c. Diagonal relationship
D. Chemical relationship",11,THE s-BLOCK ELEMENTS,Chemistry >> The s-Block Elements >> Anomalous properties of lithium
5f031ae1e806777a1a340257,"State whether given statement is True or False
Yellow spot on the retina is highly sensitive to light.
A. True
B. False",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Optical instruments
5f04404e197db3497f5b91bb,"Given the structural formula for the
following:
Acetone.",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES,Chemistry >> Organic Chemistry – Some Basic Principles and Techniques >> Structural representations of organic compounds
5efed516bd1a9b18d838f5d2,"A charged particle moves with a speed in a circular path of radius \( r \) around a long uniformly charged conductor then :
\( \mathbf{A} \cdot v \propto r \)
в. \( v \propto \frac{1}{r} \)
c. \( _{v \propto} \frac{1}{\sqrt{2}} r \)
D. \( v \) is independent of \( r \)",12,ELECTRIC CHARGES AND FIELDS,Physics >> Electric Charges and Fields >> Continuous charge distribution
5efccf45f4ab8e55cf7ba703,"The radius of the circular conducting
loop shown in figure is \( \boldsymbol{R} \). Magnetic field
is decreasing at a constant rate \( \alpha \) Resistance per unit length of the loop is
\( \rho . \) Then, the current in wire \( A B \) is \( (A B \)
is one of the diameters)
\( ^{\mathbf{A}} \cdot \frac{R \alpha}{2 \rho} \) from \( A \) to \( B \)
в. \( \frac{R \alpha}{2 \rho} \) from \( B \) to \( A \)
\( ^{c} \cdot \frac{R \alpha}{\rho} \) from \( B \) to \( A \)
D.
E . answer required",12,ELECTROMAGNETIC INDUCTION,Physics >> Electromagnetic Induction >> Faraday’s law of induction
5f03857fe806777a1a35c85e,"Lassaigne's test for the detection of nitrogen will fail in the case of:
A. \( N H_{2} C O N H_{2} \)
B. \( N H_{2} C O N H_{2} . H C l \)
c. \( N H_{2} N H_{2} \)
D. \( C_{6} H_{5} N H N H_{2} .2 H C l \)",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES,Chemistry >> Organic Chemistry – Some Basic Principles and Techniques >> Qualitative analysis of organic compounds
5f02f1f7e806777a1a336959,"The resistance of the bulb filament is
\( 100 \Omega \) at a temperature of \( 100^{\circ} \mathrm{C} \). If its temperature co-efficient of resistance
be 0.005 per \( ^{\circ} C, \) its resistance will
become \( 200 \Omega \) at a temperature
\( \mathbf{A} \cdot 300^{\circ} \mathrm{C} \)
B . \( 400^{\circ} \mathrm{C} \)
c. \( 500^{\circ} \mathrm{C} \)
D. \( 200^{\circ} \mathrm{C} \)",12,CURRENT ELECTRICITY,Physics >> Current Electricity >> Temperature dependence of resistivity
5eff6d26bd1a9b18d83b05b9,"The resistance of an iron wire is \( 10 \Omega \)
and its temperature coefficient of
resistance is \( 5 \times 10^{-3} /^{o} C . \) A current of
\( 30 \mathrm{mA} \) is flowing in it at \( 20^{\circ} \mathrm{C} \). Keeping potential difference across its ends constant, if its temperature is
increased to \( 120^{\circ} \mathrm{C} \) then the current
flowing in the wire will be (in \( \mathrm{mA} \) )
A . 20
B . 35
c. 10
D. 40",12,CURRENT ELECTRICITY,Physics >> Current Electricity >> Temperature dependence of resistivity
5efe1f8abd1a9b18d8371b3b,"Magnetic effect of an electric current was discovered by
A. onm
B. Faraday
c. oersted
D. Ampere",12,MOVING CHARGES AND MAGNETISM,Physics >> Moving Charges and Magnetism >> Magnetic field due to a current element — Biot-Savart law
5eff820ebd1a9b18d83b57e9,"Iqbal has to push a lighter box and Seema has to push a similar heavier
box on the same floor. Who will have to
apply a larger force and why?",11,LAWS OF MOTION,Physics >> Laws of Motion >> Newton’s second law of motion
5f06e009c7d92c723b78bd06,"Extraction of gold \( (A u) \) involves the
formation of complex ions ' \( X^{\prime} \) and ' \( Y \) '.
\[
\begin{array}{r}
\text { Gold ore } \frac{\text { Roasting }}{\mathbf{C N}^{-}, \mathbf{H}_{2} \mathbf{O}, \mathbf{O}_{2}} \text { , } \mathbf{H} \boldsymbol{O}^{-}+^{\prime} \\
\boldsymbol{Z} \boldsymbol{n} \quad \boldsymbol{Y}^{\prime}+\boldsymbol{A} \boldsymbol{u}
\end{array}
\]
\( X^{\prime} \) and ' \( Y^{\prime} \) are respectively
A \( \cdot A u(C N)_{2}^{-} \) and \( Z n(C N)_{4}^{2} \)
B . \( A u(C N)_{4}^{3-} \) and \( Z n(C N)_{4}^{2} \)
C \( \cdot \operatorname{Au}(C N)_{3}^{-} \) and \( Z n(C N)_{6}^{4} \)
D. \( A u(C N)_{4}^{-} \) and \( Z n(C N)_{3} \)",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS,Chemistry >> General Principles and Processes of Isolation of Elements >> Extraction of crude metal from concentrated ore
5efedd14bd1a9b18d8390e32,"The bond between atoms of two
elements of atomic number 37 and 53
is:
A. covalent
B. ionic
c. co-ordinate
D. metalic",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE,Chemistry >> Chemical Bonding and Molecular Structure >> Ionic or electrovalent bond
5efdf56cbd1a9b18d836a81f,"pKb of fluoride ions at 25 deg celcius is
10.83, the ionisation const of
hydrofluoric acid in water at this temp. is?",11,EQUILIBRIUM,Chemistry >> Equilibrium >> Ionization of acids and bases
5efdf2d2bd1a9b18d836a12d,"Which of the following is not correct for
heterogeneous catalysis?
A. The catalyst decreases the energy of activation
B. The surface of catalyst plays an important role
C. The catalyst actually forms a compound with reactants
D. There is no change in the energy of activation",12,SURFACE CHEMISTRY,Chemistry >> Surface Chemistry >> Catalysis
5efedb59bd1a9b18d83907e1,"One centimetre is equal to
\( A \cdot 5 \mathrm{mm} \)
B. 10 \( \mathrm{mm} \)
\( c .15 \mathrm{mm} \)
D. None of these",11,UNITS AND MEASUREMENTS,Physics >> Units and Measurements >> Measurement of length
5eff885cbd1a9b18d83b71b1,"Which set does not show correct
matching?
A \( \cdot S c^{3+}:[N e] 3 s^{2} 3 p^{6}: \) zero group
B . \( F e^{2+}:[A r] 3 d^{6} \) : VIII group
C \( \cdot C r:[A r] 3 d^{5} 4 s^{1}: \) VIB group
D. All of the above",11,CLASSIFICATION OF ELEMENTS AND PERIODICITY IN PROPERTIES,Chemistry >> Classification of Elements and Periodicity in Properties >> Electronic configurations of elements and the periodic table
5eff71e5bd1a9b18d83b16ff,"A conducting loop carrying a current lis placed in a uniform magnetic field pointing into the plane as shown in Fig.
The loop will have tendency to:
A. Contract
B. Expand
c. Move towards positive x-axis
D. Move towards negative x-axis",12,MOVING CHARGES AND MAGNETISM,Physics >> Moving Charges and Magnetism >> Torque on current loop and magnetic dipole
5efcd98bf4ab8e55cf7bc3a4,"In traffic signals colour
light is used to stop vehicles because it
has \( _{\text {一一一一一一 }} \) wave length. (Hint:
scattering of light is inversely proportional to the fourth power of its wavelength)",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Some natural phenomena due to sunlight
5efef055bd1a9b18d8395243,"Cellulose is a?
A. hexapolysaccharide.
B. pentapolysaccharide.
C . tripolysaccharide.
D. None of these.",12,BIOMOLECULES,Chemistry >> Biomolecules >> Carbohydrates
5eff36c4bd1a9b18d83a479b,"\( B e F_{2} \) has zero dipole moment where as
\( H_{2} O \) has a dipole moment because:
A. water is linear
B. \( H_{2} O \) is bent
C. \( F \) is more electronegative than \( O \)
D. hydrogen bonding is present in \( H_{2} O \)",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE,Chemistry >> Chemical Bonding and Molecular Structure >> Valence shell electron pair repulsion theory
5efdb804bd1a9b18d835ffea,"The difference in \( P E \) of an object of mass \( 10 k g \) when it is taken from a
height of \( 6400 k m \) to \( 12800 k m \) from the surface of the earth is
B . \( 1.565 \times 10^{8} \mathrm{J} \)
C . \( 2.65 \times 10^{8} \) 」
D. \( 4.5 \times 10^{8} \) 」",11,GRAVITATION,Physics >> Gravitation >> Gravitational potential energy
5efdf602bd1a9b18d836a9b7,"In the leaching of \( A g_{2} S \) with \( \mathrm{NaCN} \), a
stream of air is also passed. It is
because of:
A. Reversible nature of reaction between \( A g_{2} S \) and NaCN
B. To oxide \( N a_{2} S \) formed into \( N a_{2} S_{2} O_{3} \) and sulphur
c. Both (A) and (B)
D. None of the above",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS,Chemistry >> General Principles and Processes of Isolation of Elements >> Extraction of crude metal from concentrated ore
5f06c7f9c7d92c723b786590,"Assertion
Vinylic halides are reactive towards nucleophilic substitution reaction.
Reason Reactivity is due to the polarity of carbon-halogen bond.
A. Both Assertion and Reason are correct and the Reason is the correct explanation of the Assertion
B. Both Assertion and Reason are correct but the Reason is not the correct explanation of the Assertion
c. The Assertion is correct but the Reason is incorrect
D. The Assertion is incorrect but the Reason is incorrect",12,HALOALKANES AND HALOARENES,Chemistry >> Haloalkanes and Haloarenes >> Chemical reactions
5efdf5e5bd1a9b18d836a96b,"\( \boldsymbol{K}_{a_{1}}, \boldsymbol{K}_{a_{2}} \) and \( \boldsymbol{K}_{a_{3}} \) values of \( \boldsymbol{H}_{3} \boldsymbol{P} \boldsymbol{O}_{4} \) are
\( 10^{-3}, 10^{-6} \) and \( 10^{-12} \) respectively. If
\( \boldsymbol{K}_{\boldsymbol{w}}\left(\boldsymbol{H}_{2} \boldsymbol{O}\right)=\mathbf{1} \mathbf{0}^{-14}, \) then:
What is \( K_{b} \) is \( H P O_{4}^{-} ? \)",11,EQUILIBRIUM,Chemistry >> Equilibrium >> Ionization of acids and bases
5efe3a69bd1a9b18d83761a7,"Explain the hydrogen bonding in
molecules of \( \boldsymbol{H} \boldsymbol{F}, \boldsymbol{H}_{2} \boldsymbol{O} \) and \( \boldsymbol{N} \boldsymbol{H}_{3} \)",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE,Chemistry >> Chemical Bonding and Molecular Structure >> Hydrogen bonding
5de1eb7a183b8c5434995da3,"Illustration 2.138 1000 g of 1 molal aqueous solution of
sucrose is cooled and maintained at -3.534°C. Find out how
much ice will separate out at this temperature. (K, for water
= 1.86 k m-1.)
",12,SOLUTIONS,Chemistry >> Solutions >> Colligative properties and determination of molar mass
5f0438a0197db3497f5b7538,"Assertion
Molarity of an aqueous solution at \( 0^{\circ} \mathrm{C} \)
is less than the molarity of the same
solution at \( 4^{\circ} \mathrm{C} \)
Reason
Molarity increases with an increase of
temperature
A. Both Assertion and Reason are correct and the Reason is the correct explanation of the Assertion
B. Both Assertion and Reason are correct but the Reason is not the correct explanation of the Assertion
C. The Assertion is correct but the Reason is incorrect
D. The Assertion is incorrect but the Reason is correct",12,SOLUTIONS,Chemistry >> Solutions >> Expressing concentration of solutions
5eff2c57bd1a9b18d83a236c,"When condensation product of hexamethylenediamine and adipic acid
is heated to \( 353 \mathrm{K}\left(80^{\circ} \mathrm{C}\right) \) in an
atmosphere of nitrogen for about \( 4-5 h \) the product obtained is:
A. Solid polymer of nylon 66
B. Liquid polymer of nylon 66
c. Gaseous polymer of nylon 66
D. Liquid polymer of nylon 6",12,POLYMERS,Chemistry >> Polymers >> Polymers of commercial importance
5efd93dcbd1a9b18d835a0db,"A point particle of mass \( 0.1 k g \) executing SHM with amplitude of \( 0.1 m \) When the particle passes through the mean position is \( \mathrm{KE} \) is \( 8 \times 10^{-3} \mathrm{J} \)
Obtain the equation of motion of this particle if the initial phase of oscillation
is \( 45^{\circ} \)",11,OSCILLATIONS,Physics >> Oscillations >> Simple harmonic motion
5f03051ae806777a1a33b087,"Pressure is a scalar quantity because
A. it is the ratio of force to area and both force and area
are vectors
B. it is the ratio of the magnitude of the force to area.
C. it is the ratio of the component of the force normal to the area.
D. it depends on the size of the area chosen.",11,MECHANICAL PROPERTIES OF FLUIDS,Physics >> Mechanical Properties of Fluids >> Pressure
5efdac9bbd1a9b18d835e21c,"Images formed on retina of human eye
are:
A. Real
B. Virtual
c. Human eye adapts to form the image suitable
D. Both real and virtual",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Refraction at spherical surfaces and by lenses
5efd8cddbd1a9b18d8358f2c,"Figure shows two flasks connected to each other. The volume of the flask 1 is
twice that of flask 2. The system is filled with an ideal gas at temperature \( 100 \mathrm{K} \) and \( 200 \mathrm{K} \) respectively in the flasks. If the mass of the gas in \( 1 \mathrm{m} \), then what is the mass of the gas in flask 2 in equilibrium?
A . \( m \)
в. \( \frac{m}{2} \)
c. \( \frac{m}{4} \)
D. \( \frac{m}{8} \)",11,THERMAL PROPERTIES OF MATTER,Physics >> Thermal Properties of Matter >> Ideal-gas equation and absolute temperature
5efd737dbd1a9b18d8354d11,"If \( \Delta G \) is greater than about +20 k \( J \) this
means:
A. the equilibrium constant is so large that virtually all the reactant has become product and the reaction goes to completion
B. the reaction is at equilibrium
C. the equilibrium constant is so small that virtually no product is formed and the reaction does not occur
D. there is no link between delta \( G \) and the equilibrium constant
E. it is impossible to tell from the information given",11,EQUILIBRIUM,"Chemistry >> Equilibrium >> Relationship between equilibrium constant, reaction quotient and Gibbs energy"
5eff48fdbd1a9b18d83a85de,"A person sitting in an open car moving at constant velocity throws a ball vertically up into air. Where will the ball
fall?
A. Outside the car
B. In the car ahead of the person
c. In the car to the side of the person
D. Exactly in the hand from which it was thrown up",11,LAWS OF MOTION,Physics >> Laws of Motion >> The law of inertia
5efdbc0dbd1a9b18d8360aed,"In a pure capacitive circuit if the frequency of ac source is doubled, then its capacitive reactance will be
A. remains same
B. doubled
c. halved
D. zero",12,ALTERNATING CURRENT,Physics >> Alternating Current >> AC voltage applied to a capacitor
5f042ccf197db3497f5b4948,"A capillary tube is dipped in water vertically. It is long enough for the water to rise to the maximum height
h in the tube. The length of portion immersed in water is \( 1<\mathrm{h} \). The lower end
of the tube is closed and then the tube
is taken out and opened again. Will all the water flow out of tube? Explain.",11,MECHANICAL PROPERTIES OF FLUIDS,Physics >> Mechanical Properties of Fluids >> Surface tension
5efe8ea2bd1a9b18d8383e62,"toppr
Q Type your question
Why
acceleration of block \( \boldsymbol{A} \) and \( \boldsymbol{B} \). Which
graph best represents acceleration \( a_{1} \)
and \( a_{2} \) of block \( A \) and \( B \) respectively
with time?
\( A \)
B.
\( c \)
D.",11,LAWS OF MOTION,Physics >> Laws of Motion >> Newton’s second law of motion
5eff6129bd1a9b18d83ada37,"An aqueous solution of an unknown
compound (X) gives the following reactions
(i) It gives a brown precipitate with
alkaline \( K M n O_{4} \) solution
(ii) It forms \( H C l \) and evolves \( O_{2} \) when
reacted with \( C l_{2} \) gas.
(iii) It liberates \( I_{2} \) from an acidified \( \mathrm{K} \)
solution
(iv) It gives orange yellow color with acidified titanic sulfate solution.
Identify \( \boldsymbol{X} \)",12,THE d- AND f-BLOCK ELEMENTS,Chemistry >> The d- and f-Block Elements >> Important compounds of transition elements
5efde22ebd1a9b18d83674ff,"Consider a parallel plate capacitor with plates \( 20 \mathrm{cm} \) by \( 20 \mathrm{cm} \) and separated by \( 2 \mathrm{mm} . \) The dielectric constant of the material between the plates is 5.The plates are connected to a voltage source
of \( 500 \mathrm{V} \). The energy density of the field
between the plates will be close to
A \( \cdot 2.65 \mathrm{J} / \mathrm{m}^{3} \)
B . \( 1.95 \mathrm{J} / \mathrm{m}^{3} \)
C. 1.38 J \( / m^{3} \)
D. 0.69 J \( / m^{3} \)",12,ELECTROSTATIC POTENTIAL AND CAPACITANCE,Physics >> Electrostatic Potential and Capacitance >> Energy stored in a capacitor
5f02e979e806777a1a3348ce,"In the reaction, \( \boldsymbol{P}+\boldsymbol{Q} \longrightarrow \boldsymbol{R}+\boldsymbol{S} \). The
time taken for \( 75 \% \) reaction of \( P \) is
twice the time taken for \( 50 \% \) reaction of
P. The concentration of \( Q \) varies with
reaction time as shown in the figure.
The overall order of the reaction is:
A . 2
B. 3
c. 0
\( D \)",12,CHEMICAL KINETICS,Chemistry >> Chemical Kinetics >> Integrated rate equations
5eff3f49bd1a9b18d83a64b6,"A black body (heat capacity \( =\mathrm{C} \) ) at absolute temperature \( T \) is kept in a surrounding of absolute temperature
T/2. Its rate of cooling is :
\( (\sigma \) is stefan's constant)
\( ^{\mathrm{A}} \cdot \frac{\sigma A}{C}\left(\frac{T}{2}\right)^{4} \)
в. \( \frac{\sigma A T^{4}}{C^{2}} \)
\( ^{\mathrm{c}} \cdot \frac{_{15 \sigma A T^{4}}}{C^{2}} \)
\( ^{\mathrm{D}} \frac{15 \sigma A}{C}\left(\frac{T}{2}\right)^{4} \)",11,THERMAL PROPERTIES OF MATTER,Physics >> Thermal Properties of Matter >> Heat transfer
5eff3b9ebd1a9b18d83a57e9,A particle having mass \( 5 \mathrm{kg} \) is moving on a straight line \( y=2 x+4 \) with velocity \( 3 \sqrt{5} \mathrm{m} / \mathrm{s} . \) Find its angular momentum about origin.,11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION,Physics >> System of Particles and Rotational Motion >> Torque and angular momentum
5eff22b7bd1a9b18d83a025a,"The lower ether are highly volatile and flammable.
A . True
B. False",12,"ALCOHOLS, PHENOLS AND ETHERS","Chemistry >> Alcohols, Phenols and Ethers >> Ethers"
5eff5bc7bd1a9b18d83ac765,"A convex lens of focal length \( 16 \mathrm{cm} \) is completely immersed in water.lf the refractive indices of material of lens
and water are 1.5 and 1.33 respectively, then its focal length be :
\( \mathbf{A} \cdot 16 \mathrm{cm} \)
B . \( 62.59 \mathrm{cm} \)
\( \mathbf{c} \cdot 18 c m \)
D. \( 24.24 \mathrm{cm} \)",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Refraction at spherical surfaces and by lenses
5efd9c7abd1a9b18d835b7cc,"Heat produced by burning \( 2 k g \) of a fuel,
whose calorific value is \( 22000 k J k g^{-1} \) is utilized to boil certain mass of water
which is at \( 34^{\circ} \mathrm{C} \). Find the mass of
water taken.
(Specific heat capacity of water is \( \left.4200 J k g^{-1} K^{-1}\right) \)
A . \( 159 \mathrm{kg} \)
в. \( 172 \mathrm{kg} \)
c. \( 183 \mathrm{kg} \)
D. \( 100 \mathrm{kg} \)",11,THERMAL PROPERTIES OF MATTER,Physics >> Thermal Properties of Matter >> Calorimetry
5efd73e5bd1a9b18d8354e21,"The door of an almirah is \( 6 \mathrm{ft} \) high, 1.5 wide \( 8 \mathrm{kg} \). The door is supported by two hings situated at a distance of 1 ft from the ends. If the magnitude of the forces exerted by the hinges on the door are equal, find this magnitude.",11,LAWS OF MOTION,Physics >> Laws of Motion >> Equilibrium of a particle
5efdce80bd1a9b18d8363e80,"Internal energy of \( n_{1} \) moles of \( H_{2} \) at
temperature \( \boldsymbol{T} \) is equal to the internal
energy of \( n_{2} \) moles of He at temperature
27. Then the ratio \( \frac{\boldsymbol{n}_{1}}{\boldsymbol{n}_{2}} \) is
A . \( 3 / 5 \)
B. 2/3
\( c \cdot 6 / 5 \)
D. 3/7",11,KINETIC THEORY,Physics >> Kinetic Theory >> Law of equipartition of energy
5efea6b8bd1a9b18d8387d3d,"\( \boldsymbol{A} \stackrel{P h-S O_{2} C l}{\longrightarrow} \boldsymbol{B} \stackrel{\boldsymbol{K O H}}{\longrightarrow} \boldsymbol{C} \stackrel{C_{2} \boldsymbol{H}_{5} \boldsymbol{I}}{\longrightarrow} \boldsymbol{D} \)
'C' is water soluble.
Correct structure of \( A \) and \( D \) are?
A \( . R-N H_{2}, P h-S O_{2}-N(R)-\left(C_{2} H_{5}\right)_{2}+I^{-} \)
B. \( R-N H-R, P h-S O_{2}-N R_{2}-C_{2} H_{5} \)
c. \( R-N H_{2}, P h-S O_{2}-N R-I \)
D. \( R_{2} N H, P h-S O_{2}-N R_{2}-\left(C_{2} H_{5}\right)^{+} I^{-} \)",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES,Chemistry >> Organic Chemistry – Some Basic Principles and Techniques >> Fundamental concepts in organic reaction mechanism
5f07070dc7d92c723b794414,"What is the weight of oxygen that is required for the complete combustion of \( 2.8 \mathrm{kg} \) of ethylene?
A. \( 9.6 \mathrm{kg} \)
в. 96.0 kg
c. \( 6.4 \mathrm{kg} \)
D. 2.8 kg",11,SOME BASIC CONCEPTS OF CHEMISTRY,Chemistry >> Some Basic Concepts of Chemistry >> Stoichiometry and stoichiometric calculations
5f02ced5e806777a1a32eb2e,"The equation for Freundlich adsorption
isotherm is:
A \( \cdot \frac{x}{m}=K p^{1 / n} \)
B . \( x=m K p^{1 / n} \)
c. \( x / m=K p^{-n} \)
D. all of these",12,SURFACE CHEMISTRY,Chemistry >> Surface Chemistry >> Adsorption
5efcffd7f4ab8e55cf7c2b94,"Which description of ethanoic acid is
correct?
A. A clear, colourless and odourless liquid
B. A colourless liquid with a distinctive odour
c. A soft white solid with a distinctive odour
D. A transparent solid with a low melting point",12,"ALDEHYDES, KETONES AND CARBOXYLIC ACIDS","Chemistry >> Aldehydes, Ketones and Carboxylic Acids >> Physical properties of carboxylic acids"
5eff6ea6bd1a9b18d83b0b13,"The rms value of a.c. voltage with peack
of \( 311 V \) is
\( \mathbf{A} \cdot 220 V \)
в. \( 311 V \)
\( \mathbf{c} \cdot 180 V \)
D. 320V",12,ALTERNATING CURRENT,Physics >> Alternating Current >> AC voltage applied to a resistor
5f030f62e806777a1a33d6c1,"Find the heat radiated per second by a body of surface area \( 12 \mathrm{cm}^{2} \) kept in
thermal equilibrium in a room at
temperature \( 20^{\circ} \mathrm{C} \). The emissivity of the
surface is 0.8 and \( \sigma=6 x \)
\( 10^{-8} W m^{-2} K^{-4} \)
A . 4.2
B . 0.42
c. 0.042
D. 42",11,THERMAL PROPERTIES OF MATTER,Physics >> Thermal Properties of Matter >> Heat transfer
