q_id,eng,class,chapter
5eff6fc6bd1a9b18d83b0f38,"Two identical lights sources \( S_{1} \) and \( S_{2} \)
emit the light of same wavelength \( \lambda \)
These light rays will exhibit interference ¡f
A. their phase difference remain constant
B. their phase difference is distributed randomly
c. their light intensities remain constant.
D. theirlight intensities change continuously",12,WAVE OPTICS
5efde9b2bd1a9b18d83688f9,"Total number of inner transition
elements are :",11,CLASSIFICATION OF ELEMENTS AND PERIODICITY IN PROPERTIES
5efe2ab8bd1a9b18d83739e2,"A charged particle \( X \) moves directly towards another charged particle Y. For
the \( X \) plus \( Y \) system, the total
momentum is \( \mathrm{p} \) and the total energy is
E.
This question has multiple correct options
\( A \cdot p \) and \( E \) are conserved if both \( X \) and \( Y \) are free to move.
B. (a) is true only if \( X \) and \( Y \) have similar charges.
C. If \( Y \) is fixed, \( E \) is conserved but not \( P \)
D. If \( Y \) is fixed, neither \( E \) nor \( P \) is conserved",12,ALTERNATING CURRENT
5efeb67cbd1a9b18d838a571,"Light is incident normally on a diffraction grating through which the
first order diffraction is seen at \( 32^{\circ} . \) The
second order diffraction will be seen at
\( A \cdot 48^{\circ} \)
B. 64
\( c \cdot 80 \)
D. there is no second order diffraction in this case",12,WAVE OPTICS
5f06fe93c7d92c723b79262f,"The moment of inertia of a uniform rod
of length \( 2 l \) and mass ' \( m \) ' about an axis through centre and inclined at an angle
\( \theta \) to rod is:
A \( \cdot \frac{m l^{2}}{3} \sin ^{2} \theta \)
B. \( \frac{m l^{2}}{6} \cos ^{2} \theta \)
c. \( \frac{m l^{2}}{2} \cos ^{2} \theta \)
D. \( \frac{m l^{2}}{12} \cos ^{2} \theta \)",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5efd22e6f4ab8e55cf7c8d48,"A bullet of mass \( m \) is fired into a large
block of wood of mass \( \mathrm{M} \) with velocity \( \mathrm{v} \) The final velocity of the system is?
\( ^{\mathbf{A}} \cdot\left(\frac{m}{M-m}\right)^{v} \)
в. \( \left(\frac{m+M}{M}\right) v \)
\( ^{\mathbf{c}} \cdot\left(\frac{M-m}{M}\right) v \)
D. \( \left(\frac{m}{m+M}\right) v \)",11,"WORK, ENERGY AND POWER"
5efcca51f4ab8e55cf7b9987,"Two cells of internal resistances \( r_{1} \) and
\( r_{2} \) and of same emf are connected in
series, across a resistor of resistance \( \mathrm{R} \)
If the terminal potential difference
across the cells of internal resistance \( r_{1} \)
is zero, then the value of \( R \) is?
A \( \cdot R=2\left(r_{1}+r_{2}\right) \)
B. \( R=r_{2}-r_{1} \)
c. \( R=r_{1}-r_{2} \)
D. \( R=2\left(r_{1}-r_{2}\right) \)",12,CURRENT ELECTRICITY
5d8b29b1d8359d12bc8feff6,"ILLUSTRATION 33.10 If a tuning fork of (340 Hz + 1%) is used
in the resonance tube method, and the first and second
resonance lengths are 24.0 cm and 74.0 cm, respectively, find
max. permissible error in speed of sound.
",11,WAVES
5eff32f9bd1a9b18d83a3a1c,"L, C, R represent physical quantities inductance, capacitance and
resistance respectively. The
combinations which have the
dimensions of frequency are
A. \( 1 / R C \)
в. \( R / L \)
c. \( 1 / \sqrt{L C} \)
D. \( C / L \)",12,ALTERNATING CURRENT
5d8dce4e1d463201e419d76f,"* *** VACU v juot uvurdt Wit UUIUI.
20. The velocity of a swimmer (v) in still water is less than
the velocity of water (u) in a river. Show that the swimmer
must aim himself at an angle cos'(vlu) with upstream in
order to cross the river along the shortest possible path.
Find the drifting (distance moved along the direction of
stream in crossing the river) of the swimmer along this
shortest possible path.
",11,MOTION IN A PLANE
5f06ce11c7d92c723b787ba0,"Write IUPAC names of the given compounds.
\( \boldsymbol{C H}_{2}=\boldsymbol{C H C l} \)",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5efde59dbd1a9b18d8367e15,"If the freezing point of a 0.01 mola aqueous solution of a cobalt(III) chloride-ammonia complex (which behaves as a strong electrolyte) is
\( -0.0558^{\circ} C, \) the number of chloride(s)
in the coordination sphere of the
complex is:
\( \left[K_{f} \text { of water }=1.86 K k g m o l^{-1}\right] \)",12,SOLUTIONS
5efdf590bd1a9b18d836a882,"The H atom of water carries a slightly
charge and the 0 atom
carries a slightly charge.
A. positive, negative
B. positive, positive
c. negative, negative
D. negative, positive",11,EQUILIBRIUM
5efe2fc3bd1a9b18d837478d,"If a measured quantity has \( n \) significant figures, the reliable digits in
it are :
\( A \cdot n \)
B. n-
\( c \cdot 2 n \)
D. n/2",11,UNITS AND MEASUREMENTS
5f06dd58c7d92c723b78b2db,"The molar conductance of a solution
with dilution while its
specific conductance with
dilution.
A. increases, decreases
B. decreases, decreases
c. increases, increases
D. decrease, increases",12,ELECTROCHEMISTRY
5f02e2c8e806777a1a332f76,"\( N a_{2} C_{2} O_{4} \) and \( K H C_{2} O_{4} . H_{2} C_{2} O_{4} \) are
mixed in such a proportion by weight that the normality of the resulting
solution as a reducing agent is 3.62 times the normality as an acid. What is
the proportion? [Multiply your answer by 100].",11,SOME BASIC CONCEPTS OF CHEMISTRY
5efe1653bd1a9b18d83702c1,"Two concentric spheres of radii \( R \) and \( r \)
have positive charges \( q_{1} \) and \( q_{2} \) with equal surface charge densities. What is the electric potential at their common centre?
A \( \cdot \frac{\sigma}{\epsilon_{0}}(R+r) \)
в. \( \frac{\sigma}{\epsilon_{0}}(R-r) \)
c. \( \frac{\sigma}{\epsilon_{0}}\left(\frac{1}{R}+\frac{1}{r}\right) \)
D. \( \frac{\sigma}{\epsilon_{0}}\left(\frac{R}{r}\right) \)",12,ELECTRIC CHARGES AND FIELDS
5efe96b1bd1a9b18d83853f5,"The vapour pressure of a pure liquid \( \mathbf{A} \)
is 70 torr at 300 K. It forms an ideal
solution with another liquid B. The mole fraction of \( \mathrm{B} \) in the solution is 0.2 and
total pressure of solution is 84 torr at \( 300 \mathrm{K} . \) The vapour pressure of pure liquid B at 27C is?
A. 0.14 torr
B. 560 torr
c. 140 tor
D. 70 torr",12,SOLUTIONS
5efee0b6bd1a9b18d8391b29,"If the relation between acceleration and
time for an object is given by \( a=2 t+ \)
\( 4 t^{2} \)
Calculate the position of object from the origin at \( t=4 s(\text { At } t=0, v=0, x=0) \)",11,MOTION IN A STRAIGHT LINE
5f02e6e4e806777a1a333eaa,"When white light passes through a dispersive medium, it breaks up into various colours. Which of the following
is true?
A. Velocity of light for violet is greater than the velocity of light for red colour
B. Velocity of light for violet is less than the velocity of light for red
c. velocity of light is the same for all colours
D. velocity of light for different colours",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efea393bd1a9b18d8387537,"f a direct current of value \( A \) ampere is
superimposed on an alternating current \( I=b \sin \omega t \) flowing through a wire, what
is the effective (rms) value of the
resulting current in the circuit?",12,ALTERNATING CURRENT
5eff0ae0bd1a9b18d839b111,"Two wires are pictured below, both
carrying current toward the east.
What is the direction of the force
exerted by wire 2 on wire \( 1 ? \)
West
A. North
B. South
c. Up
D. Down
E. East",12,MOVING CHARGES AND MAGNETISM
5efeabeabd1a9b18d8388a2c,"A man throws the brick to the height of 12 \( \mathrm{m} \) where they reach with a speed of 12 \( \mathrm{m} / \mathrm{s} . \) If he throws the bricks such that
theyjust reach this height, then what percentage of energy will be save?
A . 19\%
в. 38\%
c. 57\%
D. 76\%",11,"WORK, ENERGY AND POWER"
5d89b36cd8359d12bc8de666,"24. Radiation of wavelength 2, is incident on a photocell. The
fastest emitted electron has speed v. If the wavelength is
changed to 3N4, the speed of the fastest emitted electron
will be:
(JEE Main 2016)
",12,DUAL NATURE OF RADIATION AND MATTER
5efdec4bbd1a9b18d836903f,"The number of \( s p^{2}-p^{2} \) hybrid omega
bonds in the following compound is:
4
B.
\( c \)
2",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE
5f06f076c7d92c723b78f5a3,"Define the term solution. How many
types of solutions are formed? Write
briefly about each type with an example.",12,SOLUTIONS
5eff3d93bd1a9b18d83a5eb6,"An electron in the hydrogen atom is excited from the first orbit to the fifth
orbit. The frequency of radiation is:
A \( \cdot 0.44 \times 10^{9} \mathrm{Hz} \)
В. \( 0.317 \times 10^{15} \mathrm{Hz} \)
c. \( 6.2 \times 10^{8} H z \)
D. \( 1.13 \times 10^{12} \mathrm{Hz} \)",11,STRUCTURE OF ATOM
5f0382e2e806777a1a35be3c,"Both geometrical and optical isomerisms are not shown by:
This question has multiple correct options
A. Dichlorobis (ethylenediamine) cobalt (III) ion
B. Triamminetrichloro cobalt (III) ion
C. Tetraamminedichloro cobalt (III) ion
D. Trioxalatochromate (III) ion",12,COORDINATION COMPOUNDS
5efebe61bd1a9b18d838b9fe,"Write the IUPAC names of the given
compounds:",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5f02e204e806777a1a332c82,"During change of \( O_{2} \) to \( O_{2}^{-} \) ion, the electron adds on which one of the
following orbitals?
\( A \cdot \pi \) orbital
B \( \cdot \sigma^{*} \) orbital
c. \( \sigma \) orbital
D・ \( \pi^{*} \) orbital",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE
5eff81e3bd1a9b18d83b574a,"A non-conducting hollow sphere of
mass \( m \) and radius \( R \) having total charge 'q' is rotating with constant
angular velocity ' \( \omega^{\prime} \) about a vertical
axis as shown in the figure. The sphere is then gently placed on the horizontal
surface having a magnetic field applied in the horizontal direction as shown. If
there is sufficient friction to prevent
any slipping, then the friction force acting on the sphere at \( t=0 \) is \( \frac{q \omega R B}{n} \)
Find the value of \( n \)",12,MOVING CHARGES AND MAGNETISM
5f02d49ce806777a1a33014a,"In recent years, pre-soaked laundry agent (detergent) contains an enzyme
A. Pepsin
B. Flavin
c. Amylase
D. Subtilin",11,BIOMOLECULES
5efe6b86bd1a9b18d837e3e8,"A string is clamped at both the ends and it is vibrating in its 4 th harmonic. The equation of the stationary wave is \( \boldsymbol{Y}=\mathbf{0 . 3} \sin (\mathbf{0 . 1 5 7} \boldsymbol{x}) \cos (\mathbf{2 0 0} \boldsymbol{\pi} \boldsymbol{t}) . \) The
length of the string is: (All quantities are in SI units)
A \( .20 m \)
в. \( 80 m \)
c. \( 60 m \)
D. \( 40 m \)",11,WAVES
5eff01a0bd1a9b18d839907d,"Mile is used as a unit to measure
A. distance
B. speedd
c. acceleration
D. weight",11,UNITS AND MEASUREMENTS
5f06fc00c7d92c723b791ddb,"The arrow in following diagram shows
the direction a sailing ship moves. What happens if a strong wind blows from the same direction?
A. The sailing ship moves faster
B. The sailing ship moves slower
C. The sailing ship come to rest
D. Nothing happens",11,MOTION IN A STRAIGHT LINE
5f043915197db3497f5b76d2,"\( \boldsymbol{P b}(s)\left|\boldsymbol{P b S O}_{4}(\boldsymbol{s})\right| \boldsymbol{N a H S O}_{4}(\mathbf{0 . 6 0 0} \boldsymbol{M}) \mid \)
The voltage of the cell in \( V \) is \( E= \)
\( +0.061 V . \) Calculates \( K_{2}= \)
\( \left[\boldsymbol{H}^{+}\right]\left[\boldsymbol{S O}_{4}^{2-}\right] /\left[\boldsymbol{H} \boldsymbol{S O}_{4}^{-}\right], \) the
dissociation constant for \( \boldsymbol{H} \boldsymbol{S O}_{\mathbf{4}}^{-} \)
\( \operatorname{Given} \boldsymbol{P b}(\boldsymbol{s})+\boldsymbol{S O}_{4}^{2-} \rightarrow \boldsymbol{P b S O}_{4}+ \)
\( \mathbf{2} e^{-}\left(\boldsymbol{E}^{\circ}=\mathbf{0 . 3 5 6} \boldsymbol{V}\right), \boldsymbol{E}^{\circ}\left(\boldsymbol{P b}^{2+} / \boldsymbol{P b}\right)= \)
\( -0.126 V \)
Multiply the answer by 100 and fill in the blank. (write the value to the nearest
integer)",12,ELECTROCHEMISTRY
5f0315dbe806777a1a33ef42,"The total angular momentum of a rigid
body can be written as
A. \( I \times \omega \); where I: moment of inertia of body, : angular velocity
B. \( I^{2} \times \omega ; \) where I: moment of inertia of body, : angular velocity
C \( \cdot I^{2} \times \omega^{2} ; \) where I: moment of inertia of body, : angular
velocity
D. \( I \times \omega^{2} \); where I: moment of inertia of body, : angular
velocity",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5eff0e53bd1a9b18d839bd27,"The plot shows the variation of \( -\ln \boldsymbol{K}_{\boldsymbol{p}} \)
versus temperature for the two
reactions.
\( M(s)+\frac{1}{2} O_{2}(g) \rightarrow M O(s) \) and
\( C(s)+\frac{1}{2} O_{2}(g) \rightarrow C O(s) \)
Identify the correct statement?
A. \( A t T>1200 K, \) carbon will reduce \( M O(s) \) to \( M(s) \)
B. At \( T<1200 \mathrm{K} \), oxidation of carbon is unfavourable.
C. At \( T<1200 \) K, the reaction \( M O(s)+C(s) \rightarrow M(s)+ \)
\( C O(g) \) is spontaneous
D. Oxidation of carbon is favourable at all temperatures",11,THERMODYNAMICS
5f044269197db3497f5b997c,"What is the weight of a man whose mass is \( 80 \mathrm{kg} ? \)
A. \( 8.1 \mathrm{N} \)
B. 70.2 N
c. \( 80 \mathrm{N} \)
D. 89.8 N
E. 784 N",11,LAWS OF MOTION
5eff92b7bd1a9b18d83b9bf3,"When a coin and a feather are dropped simultaneously from the same height, the coin strikes the ground first. This is
because of:
A. gravitational force
B. mass of coin
c. friction
D. none of these",11,LAWS OF MOTION
5f070e8cc7d92c723b795d5b,"When the load applied to a suspended wire is increased from 3 kg-wt to 5 kgwt; the elongation increases from 0.6 \( \mathrm{mm} \) to \( 1 \mathrm{mm} . \) How much work is done
during the extention of the wire.",11,MECHANICAL PROPERTIES OF SOLIDS
5efcf9d9f4ab8e55cf7c1b38,"Name the phenomenon which shows the
quantum nature of electromagnetic radiation.",12,ELECTROMAGNETIC WAVES
5efd871cbd1a9b18d8357fd0,"What temperature reading on the fahrenheit scale is five times the
reading on the celsius scale?",11,THERMAL PROPERTIES OF MATTER
5f0448bb197db3497f5bb1ea,"Which of the following are isomeric
amines of the formula \( C_{3} H_{9} N ? \)
A \( \cdot C H_{3} C H_{2} C H_{2} N H_{2} \)
B. \( \left(C H_{3}\right)_{3} N \)
c. \( C H_{3} C H_{2} N H C H_{3} \)
D. All of the above",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5efd7633bd1a9b18d8355409,"An insect trapped in a circular groove of radius \( 12 \mathrm{cm} \) moves along the groove steadily and complete 8 revoluation in 100s,then angular velocity of insect is equal to
A. \( 0.44 \mathrm{rad} / \mathrm{s} \)
B. 0.50 rad/s
c. \( 0.66 \mathrm{rad} / \mathrm{s} \)
D. \( 0.77 \mathrm{rad} / \mathrm{s} \)",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5eff4ccdbd1a9b18d83a933e,"State whether the following statements
are true or false with reasons.

Elastic forces are strictly conservative only when Hooke's law is obeyed.
A. True
B. False",11,MECHANICAL PROPERTIES OF SOLIDS
5eff34ffbd1a9b18d83a4150,"One milligram of matter convert into
energy will give
A. 90 joule
B. \( 9 \times 10^{3} \) joule
c. \( 9 \times 10^{5} \) joule
D. \( 9 \times 10^{10} \) joule",12,NUCLEI
5f04441c197db3497f5ba01b,"The rate law for the single-step reaction \( \mathbf{2} \boldsymbol{A}+\boldsymbol{B} \rightarrow \mathbf{2} \boldsymbol{C}, \) is given by
A \( \cdot \) rate \( =k[A][B \)
B . rate \( =k[A]^{2}[B] \)
c. rate \( =k[2 A][B] \)
D. rate \( =k[A]^{2}[B]^{0} \)",12,CHEMICAL KINETICS
5eff199cbd1a9b18d839e434,"\( 500 g \) of hot water at \( 60^{\circ} C \) is kept in the
open till its temperature falls to \( 40^{\circ} \mathrm{C} \) Calculate the heat energy lost to the surroundings by the water. ( specific heat of water \( =4200 \mathrm{J} \mathrm{kg}^{-1^{\circ}} \mathrm{C}^{-1} \)
A . \( 2400 J \)
B. \( 5000 J \)
c. \( 40000 J \)
D. \( 42000 J \)",11,THERMAL PROPERTIES OF MATTER
5efdcc4fbd1a9b18d836387d,"The sky appears dark instead of blue to
an astronaut.Why?",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efcd375f4ab8e55cf7bb2ae,"Which of the following has lowest \( C-0 \) bond order?
\( \mathbf{A} \cdot\left[N i(C O)_{4}\right] \)
В \( \cdot\left[\mathrm{CoCO}_{4}\right]^{-} \)
c. \( \left[F e(C O)_{4}\right]^{2} \)
D. \( \left[M n(C O)_{6}\right]^{+} \)",12,COORDINATION COMPOUNDS
5efd7f71bd1a9b18d8356c03,"Which of the following is/are correct
matches?
(Trend)
(Characteristic/Property)",11,THE s-BLOCK ELEMENTS
5f06f391c7d92c723b79010c,"Which polymer is used in non-stick cooking vessels?
A. Polythene
B. Isoprene
c. Teflon
D. Neoprene",12,POLYMERS
5efd80e8bd1a9b18d8356fb8,"A drop of water of radius \( r \) is falling
through the air of coefficient of viscosity \( \eta \) with a constant velocity of \( v \)
The resultant force on the drop is:
A \( \cdot \frac{1}{6 \pi \eta r v} \)
в. \( 6 \pi \eta r v \)
c. \( \sqrt{6 \pi \eta r v} \)
D. zero",11,MECHANICAL PROPERTIES OF FLUIDS
5efd7b97bd1a9b18d83561e1,"Hydrogen exhibits negative oxidation state with:
A.
B.
c. \( c \) ।
D. Na",11,HYDROGEN
5efd83f9bd1a9b18d83577a0,"An electrically heating coil is placed in a calorimeter containing 360 g of \( \mathrm{H}_{2} \mathrm{O} \) at \( 10^{\circ} \mathrm{C} . \) The coil consumes energy at the
rate of \( 90 \mathrm{W} \). The water equivalent of calorimeter and the coil is 40 g. The temperature of water after 10 minutes
will be
A \( \cdot 42.15^{0} \mathrm{C} \)
в. \( 32.14^{\circ} \mathrm{C} \)
c. \( 22.14^{\circ} \mathrm{C} \)
D. \( 52.14^{\circ} \mathrm{C} \)",11,THERMAL PROPERTIES OF MATTER
5efee8d6bd1a9b18d839377e,"A body of mass \( 10 \mathrm{kg} \) is on a rough inclined plane having an inclination of
\( 30^{\circ} \) with the horizontal. If coefficient of
friction between the surfaces of contact
of the body and the plane is \( 0.5 . \) Find the least force required to pull the body up
the plane.
\( \mathbf{A} \cdot 80.5 N \)
B. \( 91.4 N \)
c. \( 85.4 N \)
D. \( 78.4 N \)",11,LAWS OF MOTION
5eff6d5abd1a9b18d83b067f,"Vitamin A is present in?
A. fish liver oil
B. milk
c. butter
D. all of these",12,BIOMOLECULES
5efd78b4bd1a9b18d8355a94,"\( \boldsymbol{P b O}+\boldsymbol{H}_{2} \rightarrow \boldsymbol{P b}+\boldsymbol{H}_{2} \boldsymbol{O} \)
Which of the following statements is wrong?
A. \( H_{2} \) is the reducing agent
B. PbO is the oxidizing agent
c. PbO is oxidized to Pb
D. \( H_{2} \) is oxidizes to \( H_{2} O \)",11,REDOX REACTIONS
5effab07bd1a9b18d83bfe72,"A source of sound is travelling with a velocity \( 40 \mathrm{km} / \mathrm{hr} \) towards an observer and emits sound of frequency 2000 Hz. If velocity of sound is \( 1220 \mathrm{km} / \mathrm{hr} \), then what is the apparent frequency heard by an observer?
A. 2210 нᅩ
в. 1920 нz
c. 2068 Нz
D. 2086 Нz",11,MOTION IN A STRAIGHT LINE
5efed260bd1a9b18d838eee1,"Under which of the following conditions is the law \( p V=R T \) obeyed most
closely by a real gas?
A. High pressure and high temperature
B. Low pressure and low temperature
c. Low pressure and high temperature
D. High pressure and low temperature",11,THERMAL PROPERTIES OF MATTER
5f06a67fc7d92c723b77ed59,"If the light moving in a straight line bends by a small but fixed angle, it may
be a case of
(i) reflection
(ii) refraction
(iiii) diffraction
\( (i v) \) dispersion
A. only ( \( i \) ) and ( \( (i) \)
B. (ii) and (iii)
C . \( (i),(i i) \) and \( (i v) \)
D. only \( (i v) \)",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efef075bd1a9b18d83952be,"Which of the following statement(s) is/are correct?
I. Natural starch contains \( 10-20 \% \)
amylopectin and \( 90-80 \% \) amylose.
II. Amylose is insoluble in water.
III. Amylopectin is soluble in water.
V. Starch is white amorphous powder found in roots and seeds of plants.
A. IV only
B. II only
c. II and III
D. I and IV",12,BIOMOLECULES
5f02dbc6e806777a1a331759,"The total number of possible isomer for
the complex comp.:
\( \left[\boldsymbol{C u}\left(\boldsymbol{N} \boldsymbol{H}_{3}\right)_{4}\right]\left[\boldsymbol{P t} \boldsymbol{C} \boldsymbol{I}_{4}\right] \)
A. 3
B. 6
\( c \cdot 5 \)
D.",12,COORDINATION COMPOUNDS
5eff1c43bd1a9b18d839ec34,"When white light enters a prism, it gets split into its constituent colours. This is
due to:
A. High density of prism material
B. Value of \( \mu \) is different for different \( \lambda \)
c. Diffraction of light
D. velocity changes for different frequencies",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efdf328bd1a9b18d836a208,"The separation of colloidal particles (or purification of sol) from particles of molecular dimensions is known as:
A. photolysis
B. dialysiss
c. pyrolysis
D. peptization",12,SURFACE CHEMISTRY
5f02f44ce806777a1a337282,"What type of isomerism is exhibited by? \( \boldsymbol{O} \)
\( \boldsymbol{C H}_{3} \boldsymbol{C H}_{2} \boldsymbol{C H}_{2}-\stackrel{\|}{\boldsymbol{C}}-\boldsymbol{O}-\boldsymbol{C H}_{2} \boldsymbol{C H}_{3} \)
\( \boldsymbol{C H}_{3} \boldsymbol{C H}_{2}-\stackrel{\|}{\boldsymbol{C}}-\boldsymbol{O}-\boldsymbol{C H}_{2} \boldsymbol{C H}_{2} \boldsymbol{C H}_{3} \)",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5f02ff70e806777a1a339c19,"A : The phase difference between any
two points on a wave front is zero
\( \mathrm{R}: \) From the source light, reaches every
point on the wave front in the same
time.
\( A . \) Both \( A \) and \( R \) are true, and \( R \) is correct explanation of \( A \)
B. Both A and R are true, and R is not correct explanation of \( A \)
C. A is true but R is false
D. A is false but R is true",12,WAVE OPTICS
5f02fb0be806777a1a338bc9,Write the S.I. unit of electric power,12,CURRENT ELECTRICITY
5efdf7f1bd1a9b18d836aef6,"Write the structure of 1-flouropropane.
\( \mathbf{A} \cdot C H_{3} C H_{2} C H_{2} C l \)
\( \mathbf{B} \cdot C H_{3} C H_{2} C H_{3} F \)
\( \mathbf{c} \cdot C H_{2} C H_{2} C H_{2} F \)
D. \( C H_{3} C H_{2} C H_{2} F \)",12,HALOALKANES AND HALOARENES
5efcdf71f4ab8e55cf7bd3c2,"Agarose is a polymer of:
A. glucose
B. agarobiose
c. polyacrylamide
D. bisacrylamide",12,BIOMOLECULES
5efd0072f4ab8e55cf7c2d37,"(i) Write the IUPAC name of the complex
\( \left[\boldsymbol{C r}\left(\boldsymbol{N} \boldsymbol{H}_{3}\right)_{4} \boldsymbol{C l}_{2}\right] \boldsymbol{C l} \)
(ii) What type of isomerism is exhibited
by the complex \( \left[C o(e n)_{3}\right]^{3+} ? \) (en = ethane-1,2-diamine)
(iii) Why is \( \left[N i C l_{4}\right]^{2-} \) paramagnetic
but \( \left[N i(C O)_{4}\right] \) is diamagnetic?
(At. Nos. \( : \mathrm{Cr}=24, \mathrm{Co}=27, \mathrm{Ni}=28) \)",12,COORDINATION COMPOUNDS
5efe9d1ebd1a9b18d8386466,"IUPAC name of complex \( \boldsymbol{K}_{\mathbf{3}}\left[\boldsymbol{A l}\left(\boldsymbol{C}_{\mathbf{2}} \boldsymbol{O}_{\mathbf{4}}\right)_{\boldsymbol{3}}\right] \)
is:
A. potassium alumino-oxalate
B. potassium trioxalatoaluminate (III)
c. potassium aluminium
(III) oxalate
D. potassium trioxalatoaluminate (IV)",12,COORDINATION COMPOUNDS
5efecc4fbd1a9b18d838df60,"The area of cross-section of the two
\( \operatorname{arms} \) of a hydraulic press are \( 1 \mathrm{cm}^{2} \) and
\( 10 \mathrm{cm}^{2} \) respectively(fig.). A force of \( 5 \mathrm{N} \) is applied on the water in the thinner
arm. What force should be applied
on the water in the thicker arm so that
the water may remain in equilibrium?
\( A \cdot 50 N \)
B. 60 N
c. 70 n
D. 80N",11,MECHANICAL PROPERTIES OF FLUIDS
5f02e10ce806777a1a332905,"The probability of finding the electron in
\( p_{x} \) -orbital is:
This question has multiple correct options
A. maximum on two opposite sides of the nucleus along x-axis
B. zero at the nucleus
c. same on all the sides around the nucleus
D. zero on the z-axis",11,STRUCTURE OF ATOM
5efde85ebd1a9b18d836856a,"Calculate the uncertainty in the velocity of a wagon of mass 3000 kg. whose
position is known to an accuracy of 土10pm.",11,STRUCTURE OF ATOM
5eff502abd1a9b18d83a9f26,"Heat of solution of anhydrous \( C u S O_{4} \) is
\( -15.9 \mathrm{kcal} \) and heat of hydration of
anhydrous \( C u S O_{4} \) is -18.9 kcal. The
heat of solution of \( C u S O_{4} .5 H_{2} O \) is",11,THERMODYNAMICS
5eff7034bd1a9b18d83b10ce,"Explain the bonding on \( C o C l_{2} .3 N H_{3} \)
and \( \operatorname{CoCl}_{2} \cdot 5 N H_{3} \) structure on the
basis at Werner's theory.",12,COORDINATION COMPOUNDS
5f03838de806777a1a35c097,"Arrange the following compounds in increasing order of their acid strength:
Propan-1-ol, 2, 3, 6 - trinitrophenol, 3nitrophenol,
3. 5-dinitrophenol, phenol, 4-methyl phenol.",12,"ALCOHOLS, PHENOLS AND ETHERS"
5eff5b11bd1a9b18d83ac4e9,"In the given reaction, (A) is:
is
A. \( C H_{3} C H O \)
в. \( C H_{3} C H_{2} \) ОН
c. \( C H_{2}=C H_{2} \)
D.
\[
\begin{array}{l}
C H_{2}-O H \\
C H_{2}-O H
\end{array}
\]",12,"ALCOHOLS, PHENOLS AND ETHERS"
5efd8ddcbd1a9b18d83591cf,"Critical temperature for carbon dioxide
and methane are \( 31.1^{\circ} \mathrm{C} \) and \( -81.9^{\circ} \mathrm{C} \)
respectively. Which of these has stronger intermolecular forces and
why?",11,STATES OF MATTER
5f06a7b4c7d92c723b77f124,"Solids which break above the elastic
limit are called the
A . brittle
B. ductile
c. malleable
D. elastic",11,MECHANICAL PROPERTIES OF SOLIDS
5efec188bd1a9b18d838c277,"Q Type your question.
perween I nomson's model ana
Rutherford's model better.
(a) Is the average angle of deflection of \( \alpha \) -particles by a thin gold foil predicted by Thomson's model much less, about
the same, or much greater than that predicted by Rutherford's model?
(b) Is the probability of backward scattering (i.e., scattering of \( \alpha \) -particles
at angles greater than \( 90^{\circ} \) ) predicted by
Thomsons model much less, about the
same, or much greater than that predicted by Rutherfords model?
(c) Keeping other factors fixed, it is found experimentally that for small thickness \( t, \) the number of \( \alpha \) -particles
scattered at moderate angles is proportional to t. What clue does this linear dependence on t provide?
(d) In which model is it completely wrong to ignore multiple scattering for the calculation of average angle of
scattering of \( \alpha \) -particles by a thin foil?",12,ATOMS
5efe8013bd1a9b18d8381805,"Find the resultant of three vectors
\( \boldsymbol{O A}, \overrightarrow{\boldsymbol{O B}} \) and \( \overrightarrow{\boldsymbol{O C}} \) shown in figure.
Radius of circle is 'R'.
A \( \cdot R(1+\sqrt{2}) \)
B . \( R(1+\sqrt{3}) \)
c. \( R(2+\sqrt{3}) \)
D \cdot \( R(1+\sqrt{5}) \)",11,MOTION IN A PLANE
5efe77e2bd1a9b18d8380534,"A point dipole is located at the origin in
some orientation. the electric field at
the point \( (10 \mathrm{cm}, 10 \mathrm{cm}) \) on the \( \mathrm{x} \) -y plane is measured to have a magnitude \( 1.0 \times \)
\( 10^{-3} \mathrm{V} / \mathrm{m} . \) What will be the magnitude
of the electric field at the point(20 \( \mathrm{cm} \)
\( 20 \mathrm{cm}) ? \)
A. \( 5.0 \times 10^{-4} \mathrm{V} / \mathrm{m} \)
В. \( 2.5 \times 10^{-4} \mathrm{V} / \mathrm{m} \)
c. It will depend on the orientation at the dipole
D. \( 1.25 \times 10^{-4} \mathrm{V} / \mathrm{m} \)",12,ELECTRIC CHARGES AND FIELDS
